,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8138,71,Morris Road,Sam,Davies,32,Son,Single,Male,Counsellor,None,None
8139,71,Morris Road,Jessica,Davies,30,Daughter,Single,Female,Unemployed,None,None
8140,72,Morris Road,Nicola,Thornton,60,Head,Married,Female,Financial planner,None,None
8141,72,Morris Road,Shane,Thornton,59,Husband,Married,Male,"Sales professional, IT",None,None
8142,73,Morris Road,Rachael,Archer,35,Head,Married,Female,"Engineer, drilling",None,Christian
8143,73,Morris Road,Justin,Archer,34,Husband,Married,Male,Forensic scientist,None,Christian
8144,73,Morris Road,David,West,49,Lodger,Single,Male,Chiropractor,None,Methodist
8145,74,Morris Road,Gemma,Hayes,54,Head,Married,Female,Herbalist,None,Catholic
8146,74,Morris Road,Damian,Hayes,54,Husband,Married,Male,Heritage manager,None,Catholic
8147,74,Morris Road,Bethan,Hayes,25,Daughter,Single,F,Colour technologist,None,Catholic
8148,74,Morris Road,Andrew,Hayes,23,Son,Divorced,Male,Fish farm manager,Physical Disability,None
8149,74,Morris Road,Keith,Hayes,1,Son,NA,Male,Child,None,NA
8150,75,Morris Road,Melanie,Walsh,47,Head,Divorced,Female,Unemployed,None,Methodist
8151,75,Morris Road,Ricky,Walsh,12,Son,NA,Male,Student,None,NA
8152,75,Morris Road,Kirsty,Walsh,11,Daughter,NA,Female,Student,None,NA
8153,75,Morris Road,Julie,Walsh,4,Daughter,NA,Female,Child,None,NA
8154,76,Morris Road,Gareth,Cox,60,Head,Married,Male,Government social research officer,None,None
8155,76,Morris Road,Tracy,Cox,54,Wife,Married,Female,Clothing/textile technologist,None,None
8156,76,Morris Road,Iain,Cox,30,Son,Single,Male,Patent attorney,None,None
8157,76,Morris Road,Bryan,Cox,19,Adopted Son,Divorced,Male,University Student,None,None
8158,76,Morris Road,Scott,Cox,16,Son,NA,male,Student,None,NA
8159,76,Morris Road,Karl,Cox,13,Son,NA,Male,Student,None,NA
8160,77,Morris Road,Mark,Ellis,47,Head,Married,Male,Amenity horticulturist,None,None
8161,77,Morris Road,Ashleigh,Ellis,46,Wife,Married,Female,Equities trader,None,None
8162,78,Morris Road,Carol,Baldwin,28,Head,Single,Female,Ecologist,None,Muslim
8163,78,Morris Road,Douglas,Simpson,27,Partner,Single,Male,Housing manager/officer,None,Muslim
8164,79,Morris Road,Lesley,Edwards,61,Head,Single,Female,Estate agent,None,Catholic
8165,80,Morris Road,Grace,Burns,42,Head,Married,Female,Unemployed,None,None
8166,80,Morris Road,Ricky,Burns,46,Husband,Married,Male,Outdoor activities/education manager,None,None
8167,80,Morris Road,Victoria,Burns,6,Daughter,NA,Female,Student,None,NA
8168,80,Morris Road,Paula,Burns,3,Daughter,NA,Female,Child,None,NA
8169,81,Morris Road,Kirsty,Clarke,42,Head,Married,Female,"Secretary, company",None,None
8170,81,Morris Road,Gerald,Clarke,49,Husband,Married,Male,Chartered loss adjuster,None,None
8171,81,Morris Road,Lindsey,Clarke,12,Daughter,NA,Female,Student,None,NA
8172,81,Morris Road,John,Clarke,9,Son,NA,Male,Student,None,NA
8173,82,Morris Road,Jean,Coleman,37,Head,Single,Female,"Accountant, chartered",None,Catholic
8174,82,Morris Road,Ronald,Saunders,57,None,Single,Male,Operational investment banker,None,Methodist
8175,82,Morris Road,Aaron,James,34,None,Single,Male,"Pharmacist, community",None,Christian
8176,82,Morris Road,Terry,Walker,53,None,Single,Male,Land/geomatics surveyor,None,Catholic
8177,83,Morris Road,Pauline,Holmes,41,Head,Married,Female,Diagnostic radiographer,None,Catholic
8178,83,Morris Road,Mohammed,Holmes,46,Husband,Married,Male,Pathologist,None,None
8179,83,Morris Road,Mark,Holmes,4,Son,NA,Male,Child,None,NA
8180,83,Morris Road,Gerard,Holmes,0,Son,NA,male,Child,None,NA
8181,84,Morris Road,Jade,Barber,48,Head,Divorced,Female,Unemployed,None,None
8182,84,Morris Road,Sian,Barber,15,Daughter,NA,Female,Student,None,NA
8183,84,Morris Road,Anna,Barber,10,Daughter,NA,Female,Student,None,NA
8184,84,Morris Road,Paula,Barber,9,Daughter,NA,Female,Student,None,NA
8185,85,Morris Road,Clare,Robinson,28,Head,Married,Female,Equality and diversity officer,None,None
8186,85,Morris Road,Vincent,Robinson,32,Husband,Married,Male,Politician's assistant,None,None
8187,85,Morris Road,Molly,Robinson,4,Daughter,NA,Female,Child,None,NA
8188,85,Morris Road,Julian,Wilson,50,Lodger,Single,Male,"Scientist, audiological",None,None
8189,85,Morris Road,Georgia,Johnston,53,Lodger,Single,Female,Food technologist,None,Sikh
8190,86,Morris Road,Brandon,Knight,22,Head,Single,Male,University Student,None,None
8191,86,Morris Road,Dylan,Williams,33,None,Single,male,Bonds trader,None,None
8192,86,Morris Road,Iain,Mistry,55,None,Single,Male,Unemployed,None,Christian
8193,86,Morris Road,Douglas,Barker,57,None,Single,Male,"Producer, television/film/video",None,None
8194,87,Morris Road,Nathan,Lawrence,22,Head,Single,Male,University Student,None,Catholic
8195,87,Morris Road,Jennifer,Stone,19,None,Single,Female,University Student,None,Christian
8196,88,Morris Road,Sian,Evans,31,Head,Single,Female,Regulatory affairs officer,None,Catholic
8197,88,Morris Road,Danny,Burke,33,Partner,Single,Male,Copy,None,Catholic
8198,88,Morris Road,Amy,Evans,4,Daughter,NA,Female,Child,None,NA
8199,88,Morris Road,Hollie,Coles,29,Lodger,Single,Female,"Chemist, analytical",None,None
8200,89,Morris Road,Amy,White,35,Head,Single,Female,Unemployed,None,Catholic
8201,90,Morris Road,Joshua,Riley,44,Head,Single,Male,Geographical information systems officer,None,None
8202,90,Morris Road,Kathryn,McDonald,42,Partner,Single,Female,Chief Financial Officer,None,None
8203,90,Morris Road,Geraldine,Riley,22,Daughter,Single,Female,University Student,None,None
8204,90,Morris Road,Gail,Riley,17,Daughter,NA,Female,Student,None,NA
8205,91,Morris Road,Justin,Knowles,38,Head,Single,Male,Insurance underwriter,None,Methodist
8206,92,Morris Road,Sheila,Byrne-Harris,33,Head,Single,Female,"Designer, blown glass/stained glass",None,None
8207,92,Morris Road,Bruce,Hale,34,Partner,Single,Male,Petroleum engineer,None,None
8208,92,Morris Road,Ryan,Byrne-Harris,14,Son,NA,Male,Student,None,NA
8209,92,Morris Road,June,Byrne-Harris,10,Daughter,NA,Female,Student,None,NA
8210,93,Morris Road,Mohammed,Johnson,61,Head,Single,Male,"Editor, film/video",None,None
8211,93,Morris Road,Duncan,Heath,40,None,Single,Male,Armed forces logistics/support/administrative officer,None,Methodist
8212,93,Morris Road,Derek,Thomas,57,None,Single,Male,Claims inspector/assessor,None,Jewish
8213,93,Morris Road,Nathan,Phillips,39,None,Single,Male,Brewing technologist,None,Methodist
8214,94,Morris Road,Tom,Martin,56,Head,Married,Male,Osteopath,None,Christian
8215,94,Morris Road,Angela,Martin,55,Wife,Married,Female,Unemployed,None,None
8216,94,Morris Road,Gordon,Martin,15,Son,NA,Male,Student,None,NA
8217,94,Morris Road,Amy,Martin,13,Daughter,NA,Female,Student,None,NA
8218,95,Morris Road,Sian,Cook,40,Head,Married,Female,Newspaper journalist,None,None
8219,95,Morris Road,Martyn,Cook,42,Husband,Married,Male,Unemployed,None,Methodist
8220,95,Morris Road,Jack,Cook,19,Son,Single,Male,University Student,None,None
8221,95,Morris Road,Clifford,Cook,16,Son,NA,Male,Student,None,NA
8222,96,Morris Road,Pauline,Hopkins,42,Head,Divorced,Female,Unemployed,None,Christian
8223,96,Morris Road,Adrian,Hopkins,11,Son,NA,Male,Student,None,NA
8224,96,Morris Road,Jordan,Hopkins,10,Son,NA,Male,Student,None,NA
8225,96,Morris Road,Samuel,Hopkins,7,Son,NA,Male,Student,None,NA
8226,97,Morris Road,Emma,Wright-Taylor,35,Head,Married,Female,Unemployed, ,Catholic
8227,97,Morris Road,Donald,Wright-Taylor,43,Husband,Married,Male,Production engineer,None,Catholic
8228,98,Morris Road,Dean,Smith,39,Head,Single,Male,Unemployed,None,Christian
8229,98,Morris Road,Brenda,Smith,19,Daughter,Single,Female,University Student,None,None
8230,98,Morris Road,Emma,Smith,17,Daughter,NA,Female,Student,None,NA
8231,98,Morris Road,Samuel,Smith,13,Son,NA,Male,Student,None,NA
8232,99,Morris Road,Pauline,Bowen,21,Head,Single,Female,University Student,None,Catholic
8233,99,Morris Road,Henry,Lucas,25,Partner,Single,Male,Environmental manager,None,None
8234,100,Morris Road,Paige,Potter,45,Head,Married,Female,Records manager,None,Catholic
8235,100,Morris Road,Martin,Potter,44,Husband,Married,Male,Chartered certified accountant,None,Catholic
8236,100,Morris Road,Iain,Potter,13,Son,NA,m,Student,None,NA
8237,100,Morris Road,Shane,Potter,11,Son,NA,Male,Student,None,NA
8238,101,Morris Road,Beverley,Cooper,32,Head,Married,Female,Higher education careers adviser,None,Catholic
8239,101,Morris Road,Mohammad,Cooper,34,Husband,Married,Male,Textile designer,None,Catholic
8240,101,Morris Road,Jacqueline,Cooper,7,Daughter,NA,Female,Student,None,NA
8241,101,Morris Road,Wendy,Cooper,5,Daughter,NA,Female,Student,None,NA
8242,102,Morris Road,Suzanne,Howe,53,Head,Single,Female,"Teacher, special educational needs",None,Christian
8243,102,Morris Road,Jonathan,Collins,57,Partner,Single,Male,Public house manager,None,Christian
8244,102,Morris Road,Maureen,Hunt-Howe,17,Daughter,NA,Female,Student,None,NA
8245,103,Morris Road,Kelly,Randall,69,Head,Married,Female,"Retired Pharmacist, community",None,Christian
8246,103,Morris Road,Mark,Randall,69,Husband,Married,male,Retired Legal executive,None,None
8247,103,Morris Road,Jake,Randall,35,Son,Single,Male,Unemployed,None,None
8248,103,Morris Road,Andrea,Randall,33,Daughter,Single,Female,Retail buyer,None,None
8249,104,Morris Road,Julie,Elliott,35,Head,Divorced,Female,"Designer, ceramics/pottery",None,Catholic
8250,104,Morris Road,Aaron,Elliott,13,Son,NA,Male,Student,None,NA
8251,104,Morris Road,Dennis,Elliott,10,Son,NA,Male,Student,None,NA
8252,104,Morris Road,Cheryl,Elliott,9,Daughter,NA,Female,Student,None,NA
8253,105,Morris Road,George,Bird,71,Head,Single,Male,"Retired Biochemist, clinical",None,None
8254,106,Morris Road,Shirley,Yates,53,Head,Married,Female,Logistics and distribution manager,None,None
8255,106,Morris Road,Dennis,Yates,58,Husband,Married,Male,Counsellor,None,None
8256,106,Morris Road,Amanda,Yates,17,Daughter,NA,Female,Student,None,NA
8257,107,Morris Road,Georgina,Ward,41,Head,Single,Female,Event organiser,None,None
8258,107,Morris Road,Geoffrey,Ward,4,Step-Son,NA,Male,Child,None,NA
8259,107,Morris Road,Eileen,Wall,53,Lodger,Divorced,Female,Race relations officer,None,Christian
8260,107,Morris Road,Kevin,Harris,64,Lodger,Single,Male,Unemployed,None,None
8261,108,Morris Road,Irene,Robinson,33,Head,Single,Female,Magazine journalist,None,Sikh
8262,109,Morris Road,Paige,White,48,Head,Married,Female,Media planner,None,None
8263,109,Morris Road,Harry,White,56,Husband,Married,Male,"Presenter, broadcasting",None,None
8264,109,Morris Road,Raymond,Baxter,21,Son,Single,Male,University Student,None,None
8265,109,Morris Road,Gillian,Baxter,18,Daughter,Single,Female,Student,None,None
8266,110,Morris Road,Mohamed,Bull,55,Head,Married,Male,Furniture designer,None,Christian
8267,110,Morris Road,Danielle,Bull,51,Wife,Married,Female,"Engineer, electrical",None,Christian
8268,110,Morris Road,Jamie,Bull,16,Son,NA,Male,Student,None,NA
8269,110,Morris Road,Joseph,Bull,12,Son,NA,Male,Student,None,NA
8270,111,Morris Road,Mary,Evans,69,Head,Divorced,Female,Retired Barrister,None,Christian
8271,112,Morris Road,Joanne,Yates,66,Head,Married,Female,"Producer, radio",None,Muslim
8272,112,Morris Road,Oliver,Yates,69,Husband,Married,Male,Retired Media planner,None,None
8273,112,Morris Road,Annette,Yates,33,Daughter,Single,Female,"Therapist, art",None,None
8274,112,Morris Road,Nicholas,Yates,29,Son,Single,Male,Company secretary,None,None
8275,113,Morris Road,Melissa,Clayton,37,Head,Single,Female,Unemployed,None,Methodist
8276,113,Morris Road,Antony,Dobson,40,Partner,Single,Male,Human resources officer,None,Methodist
8277,113,Morris Road,Jamie,Clayton,5,Son,NA,Male,Student,None,NA
8278,113,Morris Road,Darren,Walsh,33,Lodger,Divorced,Male,"Scientist, forensic",None,None
8279,114,Morris Road,Teresa,Smith,39,Head,Married,Female,English as a second language teacher,None,Muslim
8280,114,Morris Road,Liam,Smith,38,Husband,Married,Male,Equality and diversity officer,None,Muslim
8281,114,Morris Road,Oliver,Smith,7,Son,NA,Male,Student,None,NA
8282,114,Morris Road,Rosie,Smith,4,Daughter,NA,Female,Child,None,NA
8283,115,Morris Road,Melanie,Smith,44,Head,Married,Female,Company secretary,None,Christian
8284,115,Morris Road,Louis,Smith,44,Husband,Married,Male,Commercial art gallery manager,None,Christian
8285,115,Morris Road,Lydia,Smith,23,Daughter,Single,Female,Agricultural consultant,None,Christian
8286,115,Morris Road,Jennifer,Smith,5,Daughter,NA,Female,Student,Physical Disability,NA
8287,116,Morris Road,Kelly,Fox,50,Head,Single,Female,"Engineer, chemical",None,Catholic
8288,116,Morris Road,Adam,Peters,52,Partner,Single,Male,Chartered legal executive (England and Wales),None,Catholic
8289,116,Morris Road,Cheryl,Fox,14,Daughter,NA,Female,Student,None,NA
8290,117,Morris Road,Amelia,Miller,56,Head,Single,Female,Lawyer,None,Christian
8291,117,Morris Road,Alan,Fletcher,58,Partner,Single,Male,Sales executive,None,Christian
8292,117,Morris Road,Katy,Miller,15,Daughter,NA,Female,Student,None,NA
8293,118,Morris Road,Elizabeth,Henry,58,Head,Single,Female,Sport and exercise psychologist,None,Christian
8294,118,Morris Road,Joe,Baker,55,None,Single,Male,Operations geologist,None,Christian
8295,118,Morris Road,Jessica,Barker,43,None,Single,Female,Hydrologist,None,Christian
8296,118,Morris Road,Anthony,Frost,64,None,Single,Male,"Geneticist, molecular",Unknown Infection,Christian
8297,119,Morris Road,Jessica,Berry,41,Head,Single,female,Chartered loss adjuster,None,Christian
8298,119,Morris Road,Jordan,Newton,41,Partner,Single,Male,Product/process development scientist,None,Christian
8299,119,Morris Road,Danielle,Berry,2,Daughter,NA,Female,Child,None,NA
8300,120,Morris Road,Wendy,Lee,48,Head,Married,Female,Community arts worker,None,Christian
8301,120,Morris Road,Ross,Lee,48,Husband,Married,Male,Commercial/residential surveyor,None,Christian
8302,120,Morris Road,Lewis,Lee,19,Son,Single,Male,University Student,None,Christian
8303,120,Morris Road,Hugh,Lee,16,Adopted Son,NA,Male,Student,None,NA
8304,121,Morris Road,Irene,Begum,34,Head,Single,Female,Unemployed,None,None
8305,121,Morris Road,Roy,Begum,4,Son,NA,Male,Child,None,NA
8306,121,Morris Road,Damian,Begum,4,Son,NA,Male,Child,None,NA
8307,121,Morris Road,Fiona,Begum,3,Daughter,NA,Female,Child,None,NA
8308,122,Morris Road,Marie,Carpenter,41,Head,Divorced,Female,Unemployed,None,Methodist
8309,122,Morris Road,Bruce,Carpenter,14,Son,NA,Male,Student,None,NA
8310,122,Morris Road,Sara,Carpenter,12,Daughter,NA,Female,Student,None,NA
8311,123,Morris Road,Laura,Davies,45,Head,Married,Female,"Engineer, communications",None,None
8312,123,Morris Road,Aaron,Davies,47,Husband,Married,Male,"Administrator, local government",None,None
8313,123,Morris Road,Samuel,Davies,8,Son,NA,Male,Student,None,NA
8314,123,Morris Road,Sheila,Davies,4,Daughter,NA,Female,Child,None,NA
8315,124,Morris Road,June,Jennings,32,Head,Married,Female,Oncologist,None,Catholic
8316,124,Morris Road,Christian,Jennings,29,Husband,Married,Male,"Horticulturist, commercial",None,None
8317,124,Morris Road,Nicholas,Jennings,11,Son,NA,Male,Student,None,NA
8318,125,Morris Road,Jordan,Allen,54,Head,Single,Male,Land,None,None
8319,126,Morris Road,Geraldine,Herbert,39,Head,Divorced,Female,Unemployed,None,Catholic
8320,126,Morris Road,Chloe,Herbert,4,Daughter,NA,F,Child,None,NA
8321,126,Morris Road,Helen,Herbert,4,Daughter,NA,Female,Child,None,NA
8322,126,Morris Road,Samuel,Herbert,4,Son,NA,Male,Child,None,NA
8323,126,Morris Road,Owen,Robinson,39,Lodger,Divorced,Male,Systems analyst,None,Catholic
8324,127,Morris Road,Sarah,Rhodes,66,Head,Widowed,Female,Water quality scientist,None,Jewish
8325,128,Morris Road,Teresa,Taylor,31,Head,Married,Female,Logistics and distribution manager,None,None
8326,128,Morris Road,Tom,Taylor,34,Husband,Married,Male,"Geologist, wellsite",None,None
8327,128,Morris Road,Cheryl,Price,22,Lodger,Single,Female,University Student,None,Methodist
8328,128,Morris Road,Shannon,Burke,46,Lodger,Single,Female,Social researcher,None,None
8329,129,Morris Road,Marion,White,33,Head,Single,Female,Unemployed,None,None
8330,129,Morris Road,Damien,Quinn,19,Cousin,Single,Male,University Student,None,Christian
8331,129,Morris Road,Jordan,Hanson,37,Lodger,Single,Male,"Scientist, biomedical",None,Christian
8332,129,Morris Road,Brett,Nicholson,53,Lodger,Divorced,Male,Newspaper journalist,None,Catholic
8333,130,Morris Road,Jay,Webb,23,Head,Widowed,Male,Unemployed,None,Catholic
8334,131,Morris Road,Gavin,Fowler,55,Head,Single,Male,Health promotion specialist,None,None
8335,131,Morris Road,Clare,James,43,None,Single,Female,Water engineer,None,Catholic
8336,131,Morris Road,Kirsty,Bird,52,None,Single,Female,Commercial/residential surveyor,None,None
8337,131,Morris Road,Lawrence,Bell,64,None,Single,Male,Personnel officer,None,Christian
8338,132,Morris Road,Howard,Quinn,38,Head,Married,Male,Translator,None,None
8339,132,Morris Road,Jessica,Kaur,37,Wife,Married,Female,"Engineer, energy",None,None
8340,132,Morris Road,Joe,Quinn,0,Son,NA,Male,Child,None,NA
8341,132,Morris Road,Paula,Bond,60,Lodger,Single,Female,Air broker,None,Christian
8342,133,Morris Road,Alice,Ward,42,Head,Single,Female,Chartered public finance accountant,None,Catholic
8343,133,Morris Road,Ian,Ward,16,Son,NA,Male,Student,None,NA
8344,133,Morris Road,Lynne,Ward,14,Daughter,NA,Female,Student,None,NA
8345,133,Morris Road,Clive,Ward,12,Son,NA,Male,Student,None,NA
8346,134,Morris Road,Steven,Arnold,51,Head,Single,Male,Public librarian,None,Methodist
8347,134,Morris Road,Ann,Evans,64,None,Single,Female,Building control surveyor,None,Christian
8348,134,Morris Road,Darren,Rose,25,None,Single,Male,"Biochemist, clinical",None,Muslim
8349,134,Morris Road,Susan,Roberts,27,None,Single,Female,"Teacher, adult education",None,Christian
8350,134,Morris Road,Rosie,O'Brien,19,None,Single,Female,University Student,None,Methodist
8351,135,Morris Road,Raymond,Middleton,28,Head,Single,Male,Engineering geologist,None,Methodist
8352,136,Morris Road,Karen,Gibson,48,Head,Married,Female,Product designer,None,Catholic
8353,136,Morris Road,Ronald,Gibson,53,Husband,Married,Male,Electronics engineer,None,Catholic
